hash,category,reason,matched_lines
3ffc1ce8f5ca98bb8265914e625f7a285584c27a,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merge remote-tracking branch 'origin/master' into codex/pr357-merge-review-20260719
dff38cb6fe37b8c8f7cd0097753d7a083bdf2626,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merge remote-tracking branch 'origin/master' into codex/pr357-merge-review-20260719
ca11085a8f619bfd66b07eb40c137b54461ecbef,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merge remote-tracking branch 'origin/master' into codex/pr357-merge-review-20260719
2815d66063a13048c8b4d0e0e042ee68fdadace3,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merge remote-tracking branch 'origin/master' into codex/pr357-merge-review-20260719
43d419ac5c1da0bc3e3920eb6fe089597350330c,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(lsp): address codex review round 3
0f3f0efd9c08b755d6127ef8b77100a34170a512,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(lsp): address codex review round 2
8e8f90e235dedf21872fa07e314e1d72b93bf36f,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(lsp): address codex review round 1
380519b6d203c6d90413c0d8984f26d82977c154,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merge remote-tracking branch 'origin/master' into codex/pr106-master-merge-review-20260715
ff056f860fa6562002defcc29e17991c27438e86,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merge remote-tracking branch 'origin/master' into codex/pr106-master-merge-review-20260715
b045b553a98dd7c4ec8cc5814895f66167bdba21,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merge pull request #315 from deepseek-harness/codex/fix-pr172-review-findings
a673ee4888b798a7eca599ffa2d26aed167698eb,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merge remote-tracking branch 'origin/master' into codex/pr202-merge-review
7cbed547c72be4c5c14ca6bac2f4e696401611ed,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merge remote-tracking branch 'origin/master' into codex/pr202-merge-review
2e631a4ba237f69c38f131d27dbb945ec57178df,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merge remote-tracking branch 'origin/master' into codex/fix-pr172-review-findings
883948d1d5485dba6f3bc484bf8aec42c858cbae,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merge commit 'refs/review/pr-312-head' into codex/fix-pr172-review-findings
460a58639ae5aba84f97c24f8ba957d25b64db94,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 3
590f520949dcd57bb52aebd713a5fa593bf209de,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 2
e94305d99ebcee7c93208b3e347b4ee791ada0b2,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 1
013f12963bacfbc83f0c71ac12ca66942a81800d,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"Codex follow-up findings on the carrier commit, both verified:"
c9310d2a19c7f8129f8014fc927329c35a35906c,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 3
326b199f255c61647c190286960dd974488a70ee,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 2
db6aed0459aee0b48dead730448a74dade805a95,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex confirmation-round finding: an OUTERMOST prepend pre-execute deny
d0c2f0916dfd14f9299f25e9c9669e760c378a60,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 1
0ba6de00010b2e67ab945d9819a4f1dba1747886,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,docs: catalog the code-runtime seam vocabulary (Codex review finding)
cb3246d2d875e5195902f6b2c01c9307bfbc48fa,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,docs: fix Codex round-1 findings on the Code Mode RFC
15a34319134bd8278e9311a9cb59d5bb4545a24b,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,docs: catalog the code-runtime seam vocabulary (Codex review finding)
3e678180256c41258bd374c678487f1170ef9781,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,docs: fix Codex round-1 findings on the Code Mode RFC
d1b52a063b75b89b655d14d5312306d8744948fc,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"Three Codex findings on json-schema.ts, one discipline:"
515d04339b56a137070c6411ed5fac40e08b95ca,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Residuals from the Codex re-review:
a0d8f33b29234f65468b90b9ff0128656c84fc3b,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review findings on the pinned-header change:
a4152705ef873380259bb84d5144faf0cc01d803,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review of the draft: the abort-on-dispose tests asserted only that
eaac3b58a4a6934268f45eef2f0d85edc2920589,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex round-2 review found three adjacent fail-open shapes:
9ff010cbef92569597058ae46f72917463852396,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex round-1 review found three fail-open paths in the new gate:
b4ba84a1a941add356982419c6c8eeaaa30f371f,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: drop trailing blank line in fs README (codex review round 1)
8bd80e5e9bf21acc3edc149541fdcf696618beee,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"Codex diff review, round 1, two (A) findings:"
706691a7dff8262f640683f74dbd68d6b9ccdeeb,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex convergence round 1 on the review-response commits: agent()'s
dd44402871b68353af61503bbc9f38f318f8df19,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review caught three procedure defects: the dependent check used
0e29de459e7f1db998eb2c68640ffc1afd779cc3,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"docs(rfc): address Codex review — fence-aware format gate, exact corpus counts"
7234d41b915d0b75e7b69ee1b99e42fa002e7e4b,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex code-review round 5: agent()/parallel()/pipeline() returned HOST Promise
95c8c878e1e967b9be6e306593d845e21e6ed30e,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex code-review round 4 flagged the return channel: an async IIFE
fff2e1f33ddf97e45fd868885d990f604476dbe4,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex code-review round 3: the round-2 'contained stack getter' still let a
57b9910339658b17c86eea0eb8aa2b3406fb563b,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex code-review round 2: errorText() read .stack/.message as plain property
e264a106fdfea5d5c1db8be72058b6f1a16edf99,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"workflow, subagent: fix Codex code-review round-1 blockers"
e890a3373e237a34861bfea2fd1570dfed0d9235,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex round-2 findings:
e85e21c8b05fb74e3c95723c50a644da4b4d7ed0,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"Codex round-1 findings, both confirmed:"
53dc3c8a28b7af6b727333cdd2fe553e0bbb2d53,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Harden generator against Codex review findings
d752eed88b2a4777856d0439839a749cd74d6806,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"Codex review: the RFC claims the fixtures prove each guard fires, but the"
48d25cdd44abe6cfea67b1bd2584049d7c84860a,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,A Codex review pass on the draft caught four real gaps and two solid
9db3ce73138c92669de8b684a6ea828a324541a8,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"Codex review, with its own probes, showed the RFC overclaimed: the"
c4d637300dbf8af4c6a075f6303d9bb103d1a571,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(docs): address Codex review on the architecture rewrite
e5120d21936ac67218fd9d1f8ec2f98b02765fff,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(docs): address Codex review round 3 — last three moved-policy citations
26339144e39ca4f44319e1e2508e317cb3fdfbf8,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(docs): address Codex review round 2 — repoint every remaining moved-policy citation
c3424e54876509c797b092919bc4674adec12d2f,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(docs): address Codex review round 1 on the AGENTS.md rewrite
226a8b5e4cc8872c9c438515498d376550440c77,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review found three gaps between the documented contract and what
65690d8cf10c3904d8c1477647fe1c8e7c716162,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"fix(doc-budgets): address Codex review — exact-freeze ceilings, list missing entries"
e6418398ff40d74891d4cfd61cb77ed751f97063,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,docs(rfc): address Codex round findings — timeless framing + narrowed fs acceptance
9389c5df19360cb52af0b1198e46d596a38f12c2,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,docs(rfc): address Codex review findings on the RFC batch
fb78a844af7a4c810fab8bb3d4152f02e153018d,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review of the vocabulary relocation found two doc-accuracy issues:
2a66b7c4e0ce53bedf6939f4393f324c06025ac9,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex convergence findings on the delegate-and-fold fix (code path verified
8e8c791eb0bd6e2abb41689af4ea729bfbe8d36c,product_or_ambiguous,评审对象或产品功能涉及 Codex/Claude，不能确认评审者是 AI,docs(hooks-claude): current-state comment wording caught in review
84f3019310c6b8734bdfa36095802528ee29cbbe,product_or_ambiguous,评审对象或产品功能涉及 Codex/Claude，不能确认评审者是 AI,Address review: `agentType` was a Claude-Code concept (`subagent_type`) that
d3be934a173a0d58295c8be48904dafba85added,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review of the interception-seams merge flagged current-state prose still
5533bb783a87d5430253ea76667b119d13075a36,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"Codex review of the reframe found stale ""trusted-plugin surface/boundary"""
9e575a2a2cc016c30aee0a9225c858269ea9e31a,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review of the turn-mirror removal found current-state docs/comments that
eda2983b001010e3ea480e0500b6881f1f17b028,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"fix(docs): address Codex review — document the subagent_fork alias, harden dispose | Round-1 Codex review findings on the tool-schema catalog:"
4da2b99bc32b0f884855a5fd14bb8b10de2177c5,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Round-2 Codex review of the round-1 fixes:
8870da431357aea4195805ad2d9ebee2ae7953a1,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"fix(hooks): address Codex review — Stop force-continue, Codex tool_name + plain-stdout context, defer continue:false | Round-1 Codex review findings on the bridges:"
24e9c0fa70692b45a4ff27bb045ea4a3dbf9310e,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review finding on the bridges PR (PR-F); fixed here on the codec that owns
c658f4d1559f869b64c5f69b4a6f049d262240bc,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"fix(hooks): address Codex review — tighten codec to the reference schemas, preserve stdout | Codex's PR-E review found three protocol-fidelity blockers + two doc gaps, all"
93106b87b4cbed9dcbf7905404620c3ca96f264b,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review caught an observe-only violation: the subagent/end emit fires from a
60418a5779f073bfbfa19191e8ac095afe24edf9,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex's confirmation review confirmed blocker #1 (post-execute mutation) fixed and
483e0e5edf5fcd965afeba0cb61d2819fb6dcad2,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"fix(events): address Codex review — protect post-execute result, purge stale tools/execute refs | Codex's PR-C review found two (A) blockers:"
b44066d54425c96a0dc110e0297787768817c878,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"docs(bash): address Codex review — RFC states current truth, fix doc reference"
a821dcbe0d4154394b0265737fba1643506e191c,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"fix(events): address Codex confirmation review — strengthen /goal guard, fix doc drift | Second-round Codex review of the PR-A taxonomy change found four issues, all"
8df89d8e3334b75a47b8c358990a69a3cfa13a49,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"fix(events): address Codex review — balance step on step/start-listener throw, restore /goal guard | Codex review of PR-A found three blockers:"
8395722db555c2e44d3477d46df551b621d76b33,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review findings on web seam
5f744e4fa6acff4e50bcce1f9ef63ee51d887f9b,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex confirmation review: the trim-the-stored-content fix had no test that
4f09157612046e48501fb2c15cff2213cbe2fb52,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex Phase 1 review: the event JSDoc described Phase 2 consumers (the
1059166cb19aa4264142e62b748b7e62d2407481,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 2
f9f475cbea682b0120225bfa463411e2a6a01097,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 1
a1624530ee776c47413047527990e79a3bbb51bb,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 3
0930e483ecf98ef363fddb51e47bf0475d34b629,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 2
567519184ba42ffd2204583327e08091ae3b5120,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 1
d612ebaef15cf2ac1e5182489262d16b3ddfc6ee,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 3
b80291206710e0fbd2165ea24f33972168579df3,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 2
1409e2ed154de0f22fe9666e7dfa83bb3f58648e,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix: address codex review round 1
6de5e3a20a58fdd41475f197be6865ece6355ee7,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,codex review round 2 (non-blocking) CBR-004: the example's compaction
2ff112962b10c0f97389c065a655002e9a2029d5,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Widen the dispose EOF grace past nested-teardown headroom; prove the SIGTERM rung (Codex review round 3)
4565161c64b86a7db497106a76f0d5dd81e2e119,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Give the ACP child an EOF window to quiesce before SIGTERM (Codex review round 2)
6801130f8cc79c5001c458e52150e622024ac840,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Bound ACP dispose with SIGKILL escalation; skip spawn when pre-aborted (Codex review round 1)
413db680088eb7cebf95122e786e894519f6fc8d,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Clarify the child-ordering invariant (Codex review follow-up)
